title ,description ,ISBN10,ISBN13,publisher 
Foundations of multinational financial management,International business enterprises Finance. Decision making.1. Introduction: Multinational Enterprise and Multinational Financial Management. 2. The Determination of Exchange Rates. 3. The International Monetary System. 4. Parity Conditions in International Finance and Currency Forecasting. 5. The Balance of Payments and International Economic Linkages. 6. The Foreign Exchange Market. 7. Currency Futures and Options Markets. 8. Swaps and Interest Rate Derivatives. 9. Measuring and Managing Translation and Transaction Exposure. 10. Measuring and Managing Economic Exposure. 11. Country Risk Analysis. 12. International Financing and National Capital Markets. 13.International Portfolio Investment. 14. Capital Budgeting for the Multinational Corporation. 15. Financing Foreign Trade. 16. Managing the Multinational Financial System.,470426772,978-0470128954,"Hoboken, N.J. John Wiley & Sons"
Foundations of finance : the logic and practice of financial management,"Corporations Finance Entreprises  Finances.PART I THE SCOPE AND ENVIRONMENT OF FINANCIAL MANAGEMENT 1. An Introduction to the Foundations of Financial Management 2. The Financial Markets and Interest Rates 3. Understanding Financial Statements and Cash Flows 4. Evaluating a Firm's Financial Performance PART II THE VALUATION OF FINANCIAL ASSETS 5. The Time Value of Money 6. The Meaning and Measurement of Risk and Return 7. The Valuation and Characteristics of Bonds 8. The Valuation and Characteristics of Stock 9. The Cost of Capital PART III INVESTMENT IN LONG TERM ASSETS 10. Capital-Budgeting Techniques and Practice 11. Cash Flows and Other Topics in Capital Budgeting PART IV: CAPITAL STRUCTURE AND DIVIDEND POLICY 12. Determining the Financing Mix 13. Dividend Policy and Internal Financing PART V: WORKING-CAPITAL MANAGEMENT AND INTERNATIONAL BUSINESS FINANCE 14. Short-Term Financial Planning 15. Working-Capital Management 16. International Business Finance 17. Cash, Receivables, and Inventory Management",1292318732,978-1292318738,Harlow : Pearson Education
Corporate financial management,"Corporations  Finance.Introduction and overview The financial environment: concepts and principles Accounting, cash flows and taxes The time value of money Valuing bonds and stocks Risk and return: stocks Risk and return: asset pricing models Cost of capital Business investment rules Capital budgeting cash flows Capital budgeting in practice Options Derivatives applications Agency theory Capital market efficiency Why capital structure matters Managing capital structure Why dividend policy matters Issuing securities and the role of investment banking Long-term debt Leasing and other asset-based financing Liquidity management Accounts receivable and inventory management Financial planning Mergers and acquisitions Financial distress and restructuring International corporate finance.",1935938002,978-1935938002,"Morristown, NJ : Wohl Publishing"
Practical financial management,"Business enterprises Finance.Corporations Finance.1. Foundations.2. Financial Background: A Review of Accounting, Financial Statements, and Taxes.3. Cash Flows and Financial Analysis.4. Financial Planning.5. The Financial System, Corporate Governance, and Interest.Part II DISCOUNTED CASH FLOW AND THE VALUE OF SECURITIES.6. Time Value of Money.7. The Valuation and Characteristics of Bonds and Leasing.8. The Valuation and Characteristics of Stock.9. Risk and Return.Part III: BUSINESS INVESTMENT DECISIONS CAPITAL BUDGETING.10. Capital Budgeting.11. Cash Flow Estimation.12. Risk Topics and Real Options in Capital Budgeting.13. Cost of Capital.Part IV: LONG TERM FINANCING ISSUES.14. Capital Structure and Leverage.15. Dividends and Repurchases.Part V: OPERATIONS ISSUES--WORKING CAPITAL MANAGEMENT AND PLANNING.16. The Management of Working Capital.17. Corporate Restructuring.18. International Finance.",1305637542,978-1305637542,"Australia : Cengage Learning,"
Financial management : core concepts,"Business enterprises Finance.Corporations Finance.PART I: FUNDAMENTAL CONCEPTS AND BASIC TOOLS OF FINANCE 1. Financial Management 2. Financial Statements 3. The Time Value of Money Part 14. The Time Value of Money Part 2 5. Interest Rates PART II: VALUING STOCKS AND BONDS AND UNDERSTANDING RISK AND RETURN 6. Bonds and Bond Valuation 7. Stocks and Stock Valuation 8. Risk and Return PART III: CAPITAL BUDGETING 9. Capital Budgeting Decision Models 10. Cash Flow Estimation 11. The Cost of Capital PART IV: FINANCIAL PLANNING AND EVALUATING PERFORMANCE 12. Forecasting and Short-Term Financial Planning 13. Working Capital Management 14. Financial Ratios and Firm Performance PART V: OTHER SELECTED FINANCE TOPICS 15. Raising Capital 16. Capital Structure 17. Dividends, Dividend Policy, and Stock Splits 18. International Financial Management Appendix 1: Future Value Interest Factors Appendix 2: Present Value Interest Factors Appendix 3: Future Value Interest Factors of an Annuity Appendix 4: Present Value Interest Factors of an Annuity Appendix 5: Answers to Prepping for Exam Questions",134730410,978-0134730417,"New York, NY : Pearson"
Financial accounting,"Accounting Corporations Accounting Financial statements.The award-winning author team of Bob Libby, Pat Libby, and Frank Hodge continue Financial Accounting's best-selling tradition of helping the instructor and student become partners in learning. Libby LibbyHodge uses a remarkable learning approach that keeps students engaged and involved in the material from the first day of class. The Libby/Libby/Hodge authors' trademark focus company approach is the best method for helping students understand financial statements and the real-world implications of financial accounting for future managers. This approach shows that accounting is relevant and motivates students by explaining accounting in a real-world context. Throughout each chapter, the material is integrated around a familiar focus company, its decisions, and its financial statements. This provides the perfect setting for discussing the importance of accounting and how businesses use accounting information",1264229739,978-1264229734,"New York, NY : McGraw Hill LLC"
Financial accounting,"Accounting Accounting  Problems, exercises, etc Financial accounting Financial reporting Annual accounts Eksternt regnskab ÅrsregnskabPreface 1. What is accounting 2. The statement of financial position 3. The statement of comprehensive income 4. Concepts and characteristics 5. The double entry system 6. Adjustments, including entries in ledger accounts 7. Preparation of statement of comprehensive income and statement of financial position from trial balance and adjustments 8. Accounts of limited companies and other organisations 9. Group Accounting 10. Statement of Cash Flows 11. Regulatory framework, corporate social responsibility and corporate governance 12. Interpretation, including ratio analysis and consideration of additional information required 13. Valuation and performance measurement 14. Control of accounting systems 15. Information technology and accounting 16. The finale Appendix: Answers to self assessment questions Glossary",273719300,978-0273719304,Harlow : Financial Times Prentice Hall
Financial accounting,"Accounting Textbooks Accounting.Introducing financial accounting  Constructing financial statements  Adjusting accounts for financial statements  Reporting and analyzing cash flows  Analyzing and interpreting financial statements  Reporting and analyzing revenues receivables, and operating income Reporting and analyzing inventory Reporting and analyzing long-term operating assets Reporting and analyzing liabilities Reporting and analyzing leases, pensions, income taxes, and commitments and contingencies Reporting and analyzing stockholders' equity Reporting and analyzing financial investments.",1618533118,978-1618533111,Cambridge Business Publishers
Fundamentals of corporate finance,"Corporations Finance.Financial statements and long-term financial planning Working with financial statements Long-term financial planning and coporate growth Valuation of future cash flows First principles of valuation : the time value of money Valuing shares and bonds Capital budgeting Net present value and other investment criteria Making capital investment decisions Project analysis and evaluation Risk and return Some lessons from capital market history Return, risk and the security market line Current investment decisions Cash and credit management Australian financial markets : short-term financing Issuing securities to the public Cost of capital and long term financial policy Dividends and dividend policy Financial leverage and capital structure policy Special topics in corporate finance Options, corporate securities and future Mergers, acquisitions and takeovers International corporate finance Leasing.",74717812,978-0074717813,"Macquarie Park, N.S.W. : McGraw-Hill"
Corporate finance,"Corporations Finance.The teaching and the practice of corporate finance are more challenging and exciting than ever before. Among other things, the first two decades of the twenty-first century brought us the global financial crisis of 2008-2009 and the COVID-19 pandemic of 2020-2021. Both shocks led to major corporate restructurings, and we still routinely see announcements in the financial press about takeovers, junk bonds, financial restructuring, initial public offerings, bankruptcies, and derivatives. In addition, there are the new recognitions of ""real"" options, private equity and venture capital, subprime mortgages, bailouts, and credit spreads. As we have learned, the world's financial markets are more integrated than ever before. Both the theory and practice of corporate finance have been moving ahead with uncommon speed, and our teaching must keep pace",1264112181,978-1264112180,"New York, NY : McGraw Hill LLC"
